Nama Tempat,Alamat,Rating,Jumlah Review,Ketersediaan Telepon,Website,Latitude,Longitude,Aksesibilitas Difabel,Jenis Tempat,Kota/Kabupaten,24 Jam,Jam Buka,Jam Tutup,Status Operasional,Telepon,Skor Aksesibilitas,Status Aksesibilitas
Masjid At tawakal,"Gg. Masjid III No.42, Babakan Surabaya, Kec. Kiaracondong, Kota Bandung","4,5",100,Tidak Ada,Tidak Tersedia,-6.909921,107.6447675,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al-Hidayah Badan Geologi,"Jl. Diponegoro No.57, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung","4,7",1870,Ada,Tidak Tersedia,-6.900078,107.6206035,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Bandung,TRUE,0:00,23:59,24 jam,8122353502,1,Aksesibilitas Difabel Terbatas
Masjid At-Taubah Pasar Kosambi,"Kb. Pisang, Kec. Sumur Bandung, Kota Bandung","4,3",100,Tidak Ada,Tidak Tersedia,-6.9189852,107.6215499,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Munajat,"Jl. H. Munajat No.01/07, Maleer, Kec. Batununggal, Kota Bandung","4,8",720,Tidak Ada,Tidak Tersedia,-6.9265039,107.6420571,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Nurul Jannah,"Jl. Khp Hasan Mustopa Gg. Neglasari Utara, RT.02/RW.04, Sukapada, Kec. Cibeunying Kidul, Kota Bandung","4,2",140,Tidak Ada,Tidak Tersedia,-6.9002454,107.6473608,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Agung Al-Ukhuwwah,"Jl. Wastukencana No.27, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung","4,8",5249,Ada,Tidak Tersedia,-6.9108248,107.6087723,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Bandung,TRUE,0:00,23:59,24 jam,224265323,3,Aksesibilitas Difabel Cukup Lengkap
Masjid Al Badar Pussenif,"Sukamaju, Kec. Cibeunying Kidul, Kota Bandung","4,6",190,Tidak Ada,Tidak Tersedia,-6.9055667,107.6320997,,Masjid,Kota Bandung,FALSE,4:00,22:00,Tidak Konsisten,,0,Tidak Tersedia
Masjid Besar Nurul Iman,"Jalan Rereng Wulung, Cibeunying Kaler, Sukaluyu, Bandung, Kota Bandung","4,8",1170,Tidak Ada,Tersedia,-6.8966898,107.6301521,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al-Mukhlishin,"Padasuka, Kec. Cibeunying Kidul, Kota Bandung","5,0",30,Tidak Ada,Tidak Tersedia,-6.9061761,107.6446136,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Kodiklat TNI AD,"Merdeka, Kec. Sumur Bandung, Kota Bandung","4,8",1530,Tidak Ada,Tidak Tersedia,-6.9099575,107.6159146,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Saifuddaulah Corps Mubalig Bandung (CMB),"Jl. Stasiun Timur No.20, Braga, Kec. Sumur Bandung, Kota Bandung","4,8",520,Ada,Tidak Tersedia,-6.9148608,107.6050232,,Masjid,Kota Bandung,TRUE,0:00,23:59,24 jam,85220624137,0,Tidak Tersedia
Masjid Besar Cipaganti,"Jl. Cipaganti No.85, Pasteur, Kec. Sukajadi, Kota Bandung","4,8",2789,Tidak Ada,Tersedia,-6.8945799,107.6023452,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Bandung,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Masjid Al - Hadi,"Cicadas, Kec. Cibeunying Kidul, Kota Bandung","4,6",50,Tidak Ada,Tidak Tersedia,-6.907628,107.6381366,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Ihsan,"Jl. Haur Gn. No.03/07, Cicadas, Kec. Cibeunying Kidul, Kota Bandung","4,9",150,Tidak Ada,Tidak Tersedia,-6.9069843,107.6388787,,Masjid,Kota Bandung,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
"Gua Maria, Santo Boromeus","Jl. Surya Kencana No.7, Lebakgede, Kecamatan Coblong, Kota Bandung","5,0",20,Tidak Ada,Tidak Tersedia,-6.8938101,107.6138715,,Gereja Umum,Kota Bandung,FALSE,6:00,19:00,Normal,,0,Tidak Tersedia
"Gereja Katolik Paroki Salib Suci, Kamuning","Jl. Kemuning No.25, Merdeka, Kec. Sumur Bandung, Kota Bandung","4,7",4580,Tidak Ada,Tersedia,-6.916163,107.6284408,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,5:00,0:00,Tidak Konsisten,,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Santo Laurentius, Sukajadi","Jl. Sukajadi No.223, Gegerkalong, Kec. Sukasari, Kota Bandung","4,8",1044,Tidak Ada,Tersedia,-6.875829,107.596044,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,4:41,19:11,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
"Gereja Katolik Paroki St. Theodorus, Sukawarna","Jl. Unpar II No.10, Sukawarna, Kec. Sukajadi, Kota Bandung","4,8",2070,Tidak Ada,Tersedia,-6.8896639,107.5764554,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,7:00,8:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
"Kapel Katolik Hati Kudus Yesus, Lebak Gede","Jl. Surya Kencana No.3, Lebakgede, Kecamatan Coblong, Kota Bandung","4,8",2170,Tidak Ada,Tidak Tersedia,-6.894155,107.614249,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,7:00,8:15,Normal,,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Santa Melania, Cihaur Geulis","Jl. Melania No.1-3, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung","4,7",1170,Ada,Tidak Tersedia,-6.9003616,107.6238023,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,4:41,19:11,Normal,2220463790,0,Tidak Tersedia
"Gereja Katolik Paroki Bunda Tujuh Kedukaan, Pandu","Jl. Pandu No.4, Pamoyanan, Kec. Cicendo, Kota Bandung","4,8",1806,Tidak Ada,Tersedia,-6.9055223,107.5934154,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,6:00,21:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
"Gereja Katolik Paroki Santo Michael, Waringin","Jl. Waringin No.51, Ciroyom, Kec. Andir, Kota Bandung","4,8",2650,Tidak Ada,Tersedia,-6.9171009,107.591306,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,TRUE,0:00,23:59,24 jam,,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Santa Odilia, Cicadas","Jl. Cicadas Ps. II No.45, Cikutra, Kec. Cibeunying Kidul, Kota Bandung","4,6",5980,Tidak Ada,Tidak Tersedia,-6.9072705,107.6426698,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,8:00,19:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
Ordo Santa Ursula,"Jl. Supratman I, Cihapit, Kec. Bandung Wetan, Kota Bandung","5,0",30,Ada,Tidak Tersedia,-6.9115791,107.6328367,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,227207332,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Paulus, Moch. Toha","Jl. Moch. Toha No.19-21, Pungkur, Kec. Regol, Kota Bandung","4,7",8960,Tidak Ada,Tersedia,-6.9293556,107.6070709,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,7:00,12:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
"Kapel Katolik Mater Boni Consilii, Cibeunying Kidul","Jl. Supratman No.1, Sukamaju, Kec. Cibeunying Kidul, Kota Bandung","4,7",570,Ada,Tersedia,-6.9116383,107.6327473,,Gereja Katolik,Kota Bandung,FALSE,4:41,19:11,Normal,227207332,0,Tidak Tersedia
Gereja Mahasiswa Katolik,"Sekolah Santo Aloysius, Jl. Sultan Agung No.2, Citarum, Kec. Bandung Wetan, Kota Bandung","4,8",1050,Tidak Ada,Tersedia,-6.9057474,107.6118923,['Ada toilet khusus pengguna kursi roda'],Gereja Katolik,Kota Bandung,FALSE,4:41,19:11,Tidak Konsisten,,1,Aksesibilitas Difabel Terbatas
"Gereja Katolik Paroki Santo Gabriel, Sumber Sari","Jl. Sumber Makmur No.4, Babakan, Kec. Babakan Ciparay, Kota Bandung","4,8",4830,Tidak Ada,Tidak Tersedia,-6.9374071,107.5721222,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,8:00,12:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
"Gereja Katolik Paroki Santo Martinus, Margahayu","Jl. Hercules 4, Sulaiman, Kec. Margahayu, Kabupaten Bandung","4,7",4590,Tidak Ada,Tersedia,-6.985416,107.568153,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Bandung,FALSE,6:00,12:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
Gereja Katolik Paroki Hati Tak Bernoda Santa Perawan Maria,"Jl. Suryalaya No.3, Cijagra, Kec. Lengkong, Kota Bandung","4,8",6930,Tidak Ada,Tersedia,-6.940817,107.625909,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Bandung,FALSE,6:00,22:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
Gereja Kristen Kalam Kudus (GKKK) Kopo Permai,"Komplek Kopo Permai 3 Blok F14 No. 2, 4, Kabupaten Bandung","4,9",170,Tidak Ada,Tersedia,-6.9661413,107.5883972,"['Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GKI Guntur,"Jl. Guntur No.13, Burangrang, Kec. Lengkong, Kota Bandung","4,9",800,Ada,Tidak Tersedia,-6.9246073,107.6218135,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,227306232,3,Aksesibilitas Difabel Cukup Lengkap
GKPS Bandung,"Jl. PDAM No.12, Sukagalih, Kec. Sukajadi, Kota Bandung","5,0",140,Tidak Ada,Tidak Tersedia,-6.8924028,107.5863644,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bandung,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
GKI CIBEUREUM,"Campaka, Kec. Andir, Kota Bandung","5,0",30,Ada,Tidak Tersedia,-6.8987948,107.5636501,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,226027782,0,Tidak Tersedia
HKBP Bethesda,"Jl. Mekar Agung No.20, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung","5,0",80,Tidak Ada,Tersedia,-6.9555395,107.6073088,,Gereja Protestan,Kota Bandung,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
GKPS Bandung Selatan,"Jl. Mekar Agung No.52, Mekarwangi, Kec. Bojongloa Kidul, Kota Bandung","5,0",20,Tidak Ada,Tidak Tersedia,-6.9554037,107.6051384,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Gereja Bethel Tabernakel,"Jl. Holis No.300, Caringin, Kec. Bandung Kulon, Kota Bandung","4,9",400,Ada,Tidak Tersedia,-6.9327448,107.5715936,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,226016561,0,Tidak Tersedia
Gereja Jemaat Kristus Indonesia,"Jl. Luna No.19, Jamika, Kec. Bojongloa Kaler, Kota Bandung","4,3",30,Tidak Ada,Tidak Tersedia,-6.9200811,107.5909561,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GII Hok Im Tong - Gardujati,"Jl. Gardujati No.51, Kb. Jeruk, Kec. Andir, Kota Bandung","4,6",3630,Tidak Ada,Tersedia,-6.918472,107.598232,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,6:00,7:15,Normal,,2,Aksesibilitas Difabel Terbatas
GPIB Sejahtera di Bandung,"Jl. Malabar No.49, Malabar, Kec. Lengkong, Kota Bandung","4,9",410,Tidak Ada,Tidak Tersedia,-6.9244718,107.6243329,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,,1,Aksesibilitas Difabel Terbatas
Gereja Rehoboth Ebenhaezar,"Jl. Luna IV No.11, Jamika, Kec. Bojongloa Kaler, Kota Bandung","4,4",120,Tidak Ada,Tersedia,-6.9207887,107.5919079,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GKI Pasteur,"Jl. Pasteur No.12A, Cipaganti, Kecamatan Coblong, Kota Bandung","4,7",1510,Tidak Ada,Tersedia,-6.9001356,107.6027443,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,7:00,12:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
Gereja Kristen Pasundan Jemaat Bandung,"Jl. Kebon Jati No.108, Kb. Jeruk, Kec. Andir, Kota Bandung","4,9",410,Ada,Tersedia,-6.915981,107.5986643,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,224237083,1,Aksesibilitas Difabel Terbatas
BNKP Jemaat Bandung,"Jl. Holis No.278D, Caringin, Kec. Bandung Kulon, Kota Bandung","5,0",30,Tidak Ada,Tidak Tersedia,-6.9309439,107.5717277,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GBI Bethel Kings Shopping Center,"Gedung Parkir Kings Shopping Centre, Jl. Kepatihan, Kota Bandung","5,0",590,Tidak Ada,Tersedia,-6.923669,107.6043629,['Memiliki tempat parkir khusus pengguna kursi roda'],Gereja Protestan,Kota Bandung,FALSE,8:00,12:00,Normal,,1,Aksesibilitas Difabel Terbatas
Gereja Baptis Indonesia Batu Zaman,"Jl. A. Yani No.249, Cihapit, Kec. Bandung Wetan, Kota Bandung","5,0",250,Tidak Ada,Tersedia,-6.9151327,107.6306947,"['Memiliki pintu masuk khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GMS Bandung,"istana bandung electronic center, Istana BEC, Jl. Purnawarman lantai 3A, Babakanciamis, Sumurbandung, Bandung City","4,9",1250,Tidak Ada,Tersedia,-6.9078216,107.6087898,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bandung,FALSE,9:00,19:00,Normal,,1,Aksesibilitas Difabel Terbatas
GKI Gatot Subroto,"Jl. Gatot Subroto No.405-407, Binong, Kec. Batununggal, Kota Bandung","4,8",290,Ada,Tersedia,-6.9312244,107.6419576,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,227310426,0,Tidak Tersedia
GPIB SILIH ASIH BANDUNG,"Jl. T. Kaktus No.15, Sukahaji, Kec. Babakan Ciparay, Kota Bandung","5,0",210,Tidak Ada,Tidak Tersedia,-6.9348611,107.5822153,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Tidak Konsisten,,0,Tidak Tersedia
GKPS Bandung Timur,"ITC Kosambi, Jl. Baranang Siang No.1 Blok G, Kebon Pisang, Sumurbandung, Bandung City","5,0",50,Tidak Ada,Tidak Tersedia,-6.9183613,107.6204507,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Gereja Kristen Indonesia Maulana Yusuf,"Jl. Maulana Yusuf No.20, Citarum, Kec. Bandung Wetan, Kota Bandung","4,8",5870,Tidak Ada,Tersedia,-6.9007873,107.6137771,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,7:30,20:00,Normal,,3,Aksesibilitas Difabel Cukup Lengkap
GBI Pasteur,"Jl. Pasir Kaliki No.199, Sukabungah, Kec. Sukajadi, Kota Bandung","5,0",280,Tidak Ada,Tersedia,-6.8999113,107.5970539,,Gereja Protestan,Kota Bandung,FALSE,7:30,11:30,Normal,,0,Tidak Tersedia
Gereja Kristen Immanuel Hosanna,"Jl. Dr. Djunjunan No.141, Pajajaran, Kec. Cicendo, Kota Bandung","4,8",620,Tidak Ada,Tersedia,-6.8935077,107.5856904,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,7:00,13:00,Normal,,2,Aksesibilitas Difabel Terbatas
GEREJA BETHEL TABERNAKEL IMMANUEL GBT,"Jl. A. Yani No.265, Cihapit, Kec. Bandung Wetan, Kota Bandung","4,4",160,Tidak Ada,Tersedia,-6.9145427,107.6318545,,Gereja Umum,Kota Bandung,FALSE,8:00,10:00,Normal,,0,Tidak Tersedia
GKI Pasirkoja,"Jl. Terusan Pasirkoja No.57, Panjunan, Kec. Astanaanyar, Kota Bandung","4,6",300,Tidak Ada,Tersedia,-6.9266339,107.5953793,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,5:30,19:00,Normal,,2,Aksesibilitas Difabel Terbatas
GBI Bethel Summarecon - The Journey,"Jl. Magna Timur, Rancabolang, Kec. Gedebage, Kota Bandung","4,9",800,Tidak Ada,Tersedia,-6.9609716,107.6893052,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,,2,Aksesibilitas Difabel Terbatas
GKBI Palasari,"Jl. Palasari No.7, Lkr. Sel., Kec. Lengkong, Kota Bandung","4,9",140,Tidak Ada,Tersedia,-6.9268009,107.6237172,,Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GPIB Maranatha Bandung,"Jl. Taman Cibeunying Utara No.2, Cihapit, Kec. Bandung Wetan, Kota Bandung","4,8",2860,Tidak Ada,Tersedia,-6.9071617,107.6265027,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Tidak Konsisten,,3,Aksesibilitas Difabel Cukup Lengkap
GII Hok Im Tong • Batununggal,"Jl. Batununggal Indah II No.50, Mengger, Kec. Bandung Kidul, Kota Bandung","4,7",540,Tidak Ada,Tidak Tersedia,-6.9632753,107.6251629,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,8:00,9:30,Normal,,2,Aksesibilitas Difabel Terbatas
GBI ROCK BANDUNG,"Convention Hall, Landmark, Braga, Sumurbandung, Bandung City","4,8",360,Tidak Ada,Tersedia,-6.9157253,107.6087822,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bandung,FALSE,9:00,10:30,Normal,,1,Aksesibilitas Difabel Terbatas
Gereja Kristen Jawa Bandung,"Jl. Merdeka No.28, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung","4,8",1480,Tidak Ada,Tersedia,-6.9119042,107.6107257,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,6:30,21:00,Normal,,2,Aksesibilitas Difabel Terbatas
GBI Bethel Paskal Hyper Square,"Jl. Pasir Kaliki No.28 Block B1-3A, Ciroyom, Andir, Bandung City","4,7",1260,Tidak Ada,Tersedia,-6.9150749,107.597088,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Bandung,FALSE,8:00,13:00,Normal,,1,Aksesibilitas Difabel Terbatas
Gereja Baptis Indonesia Cipaganti,"Jalan Rd. A.A Wiranata Kusuma No.139, Pasteur, Kec. Sukajadi, Kota Bandung","4,8",180,Ada,Tidak Tersedia,-6.8881834,107.6016896,,Gereja Umum,Kota Bandung,FALSE,7:00,19:00,Normal,8.95326E+11,0,Tidak Tersedia
GPIB Bethel Bandung,"Jl. Wastukencana No.1, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung","4,7",2230,Tidak Ada,Tersedia,-6.9136532,107.608698,,Gereja Protestan,Kota Bandung,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Gereja Kristen Indonesia Arcamanik,"Jl. Golf Bar. VIII Jl. Arcamanik Endah 29 Komplek, Sukamiskin, Kec. Arcamanik, Kota Bandung","5,0",140,Ada,Tidak Tersedia,-6.9174855,107.6726365,,Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,227276592,0,Tidak Tersedia
Gereja Bala Keselamatan,"Jl. Veteran No.6A, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung","4,7",240,Tidak Ada,Tidak Tersedia,-6.9184878,107.6132609,,Gereja Umum,Kota Bandung,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
GKI Kebon Jati,"Jl. Kebon Jati No.100, Kb. Jeruk, Kec. Andir, Kota Bandung","4,8",2890,Ada,Tidak Tersedia,-6.9160658,107.598979,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,4:41,19:11,Normal,224231063,2,Aksesibilitas Difabel Terbatas
Gereja Kristen Kalam Kudus Pasundan,"Jl. Pasundan No.78, Balonggede, Kec. Regol, Kota Bandung","4,8",1130,Tidak Ada,Tersedia,-6.9269092,107.6085005,,Gereja Protestan,Kota Bandung,FALSE,6:00,0:00,Tidak Konsisten,,0,Tidak Tersedia
Gereja Kemah Injil Indonesia,"Jl. Cimanuk No.3, Citarum, Kec. Bandung Wetan, Kota Bandung","5,0",230,Ada,Tidak Tersedia,-6.9049905,107.6201963,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,6:00,14:00,Normal,224236934,2,Aksesibilitas Difabel Terbatas
GII Hok Im Tong - Dago,"Jl. Cikapayang No.2 - 4, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung","4,8",3550,Tidak Ada,Tersedia,-6.8986082,107.6119473,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,7:30,9:00,Normal,,2,Aksesibilitas Difabel Terbatas
GKO Sarijadi,"Sarijadi, Kec. Sukasari, Kota Bandung","4,6",340,Ada,Tidak Tersedia,-6.8810297,107.5758379,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bandung,FALSE,7:00,20:00,Normal,222020604,1,Aksesibilitas Difabel Terbatas
Gereja POUK Secapa AD,"Jl. Komp. Secapa, Hegarmanah, Kec. Cidadap, Kota Bandung","4,5",190,Ada,Tidak Tersedia,-6.8703774,107.5978357,,Gereja Umum,Kota Bandung,FALSE,7:30,9:00,Normal,81322271074,0,Tidak Tersedia
GKIm Hosanna Ciumbuleuit,"Galeri Ciumbuleuit Apartment 1, Jl. Ciumbuleuit, Hegarmanah, Kec. Cidadap, Kota Bandung","4,8",190,Tidak Ada,Tidak Tersedia,-6.8813869,107.6046809,,Gereja Protestan,Kota Bandung,FALSE,9:00,11:00,Normal,,0,Tidak Tersedia
GKI Pasirkaliki di Jalan Surya Sumantri,"Jl. Prof. drg. Soeria Soemantri No.83, RW.01, Sukawarna, Kec. Sukajadi, Kota Bandung","4,5",40,Tidak Ada,Tersedia,-6.8845582,107.5812412,,Gereja Protestan,Kota Bandung,FALSE,8:00,14:00,Normal,,0,Tidak Tersedia
GBI Baranangsiang,"ITC Kosambi, Ruko, Jl. Baranang Siang No.8, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung","4,8",5420,Tidak Ada,Tersedia,-6.9187145,107.6205049,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Bandung,FALSE,7:00,19:00,Normal,,2,Aksesibilitas Difabel Terbatas
Gereja Isa Almasih (GIA) Kopo Permai,"Jl. Kopo Permai II No.blok 52A 9 U, Sukamenak, Margahayu, Bandung Regency","4,9",200,Tidak Ada,Tersedia,-6.9629258,107.5859432,,Gereja Umum,Kabupaten Bandung,FALSE,7:00,18:00,Normal,,0,Tidak Tersedia
CLCC (City Light Community Church),"Paris Van Java, PVJ Sky Level 53 Lantai S2, Jalan Sukajadi No 137, Sukabungah, Cipedes, Sukajadi, Bandung City","4,8",1790,Tidak Ada,Tersedia,-6.890935,107.595673,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,FALSE,4:41,19:11,Normal,,2,Aksesibilitas Difabel Terbatas
