Nama Tempat,Alamat,Rating,Jumlah Review,Ketersediaan Telepon,Website,Latitude,Longitude,Aksesibilitas Difabel,Jenis Tempat,Kota/Kabupaten,24 Jam,Jam Buka,Jam Tutup,Status Operasional,Telepon,Skor Aksesibilitas,Status Aksesibilitas
Masjid Jami Ar-Rohman,"Jl. Cadas Pangeran, Ciherang, Kec. Sumedang Sel., Kabupaten Sumedang","4,4",390,Tidak Ada,Tidak Tersedia,-6.8684641,107.875443,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Falah Amariya,"Dusun Situsari, RT.01/RW.05, Tolengas, Kec. Tomo, Kabupaten Sumedang","5,0",200,Ada,Tidak Tersedia,-6.7638345,108.1517074,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,81221741285,0,Tidak Tersedia
Masjid Al-Syukur,"Jl. Dadali, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang","4,8",120,Tidak Ada,Tidak Tersedia,-6.9513585,107.8189771,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami babussalam,"Cibeureum Kulon, Kec. Cimalaka, Kabupaten Sumedang","4,8",90,Tidak Ada,Tidak Tersedia,-6.8130287,107.9674185,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid AT-TAQWA,"Jl. Kutamaya, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang","4,5",170,Tidak Ada,Tidak Tersedia,-6.8528176,107.9216607,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al-Fatimah,"Jl. Serma Muchtar No.73, Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,0",30,Tidak Ada,Tidak Tersedia,-6.8446648,107.9190487,,Masjid,Kabupaten Sumedang,FALSE,3:45,20:00,Normal,,0,Tidak Tersedia
Masjid Besar Al Birkah,"Sirnasari, Kec. Jatinunggal, Kabupaten Sumedang","4,9",80,Tidak Ada,Tidak Tersedia,-6.9482503,108.1261446,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al-amanah,"Pasirnanjung, Kec. Cimanggung, Kabupaten Sumedang","4,5",200,Tidak Ada,Tersedia,-6.9532455,107.8310134,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid AT TAQWA Margamukti,"Jl. Panyindangan No.53, Margamukti, Kec. Sumedang Utara, Kabupaten Sumedang","4,8",40,Tidak Ada,Tidak Tersedia,-6.8330114,107.9038632,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al-MUTTAQIIN,"Margamekar, Kec. Sumedang Sel., Kabupaten Sumedang","4,7",250,Tidak Ada,Tidak Tersedia,-6.8799508,107.9222044,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Nurul Huda,"Jl. Kebon Kalapa, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang","4,3",130,Tidak Ada,Tidak Tersedia,-6.8421114,107.9381277,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Raya Nyalindung,"Nyalindung, RT.06/RW.2, Padanaan, Kec. Paseh, Kabupaten Sumedang","4,7",5050,Tidak Ada,Tidak Tersedia,-6.7907563,108.0418095,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al Ihsan,"Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",30,Tidak Ada,Tidak Tersedia,-6.8416585,107.9267416,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Mubarok,"Pabuaran, RT. 04 RW. 02, Sukawenang, Ganeas, Jatihurip, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",20,Tidak Ada,Tidak Tersedia,-6.8163934,107.9258167,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami PT.PLN GITET (S.O.F.T),"Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang","5,0",100,Tidak Ada,Tidak Tersedia,-6.9658937,107.8175655,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al - Hidayah,"Cihonje, Cigendel, Pamulihan, Sumedang Regency","4,8",60,Tidak Ada,Tersedia,-6.8996524,107.8428573,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Furqon,"Asem/Pasir Lembur Sawah, Cijeruk, Kec. Pamulihan, Kabupaten Sumedang","5,0",240,Ada,Tidak Tersedia,-6.8745922,107.8602088,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,8112181876,0,Tidak Tersedia
Masjid Besar Pamulihan,"Jl. Raya Simpang-Parakanmuncang No.16, Haurngombong, Kec. Pamulihan, Kabupaten Sumedang","4,5",1670,Tidak Ada,Tidak Tersedia,-6.9063298,107.8274145,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,3:30,20:00,Normal,,0,Tidak Tersedia
Masjid al-Furqon Sumedang Selatan,"Jl. Prabu Geusan Ulun, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang","4,4",90,Tidak Ada,Tidak Tersedia,-6.8531608,107.9234818,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Huda Tegalwangon,"Palabuan, Kec. Ujung Jaya, Kabupaten Sumedang","4,5",440,Tidak Ada,Tidak Tersedia,-6.7518494,108.1357675,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Cikaramas,"Kebonkalapa, Kec. Cisarua, Kabupaten Sumedang","4,4",120,Tidak Ada,Tidak Tersedia,-6.8258252,107.9498574,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al-Khudamat,"Legok Kaler, Kec. Paseh, Kabupaten Sumedang","4,1",100,Tidak Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Fatwa Wicaksono,"Dsn, ciloa, Pamekarsari, Surian, Sumedang Regency","4,9",140,Tidak Ada,Tidak Tersedia,-6.6713203,107.8739183,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,19:30,Normal,,0,Tidak Tersedia
Masjid Jami Al Fathiah,"JL.Bojong Kaler Kebon Kelapa No., Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang","4,8",50,Ada,Tidak Tersedia,-6.8438017,107.9401518,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,82299497811,0,Tidak Tersedia
Masjid pasir balok,"Unnamed Road, Sarimekar, Kec. Jatinunggal, Kabupaten Sumedang","5,0",20,Tidak Ada,Tidak Tersedia,-6.9334934,108.1208056,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
MASJID JAMI ASSANUSIYAH,"Jl. Panyingkiran No.80, Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,4",50,Tidak Ada,Tidak Tersedia,-6.8423281,107.9248253,,Masjid,Kabupaten Sumedang,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Jami' Assalam Cikoneng,"Cikoneng, Kec. Ganeas, Kabupaten Sumedang","4,7",570,Tidak Ada,Tidak Tersedia,-6.853601,107.9586871,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Cahyati,"Jl. Pangeran Santri No.60, RT.01/RW.13, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang","4,9",170,Tidak Ada,Tidak Tersedia,-6.8516845,107.9214018,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Hidayah,"Pawenang, Kec. Jatinunggal, Kabupaten Sumedang","4,5",170,Tidak Ada,Tidak Tersedia,-6.9454593,108.1021532,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID JAMI NURUL HAYAT,"Cikondang, Kec. Ganeas, Kabupaten Sumedang","4,8",350,Tidak Ada,Tidak Tersedia,-6.8650884,107.9491201,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Amin,"Cipameungpeuk, Kec. Sumedang Sel., Kabupaten Sumedang","4,9",130,Tidak Ada,Tidak Tersedia,-6.861511,107.9252572,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al-hidayah Polres Sumedang,"Situ, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",20,Tidak Ada,Tidak Tersedia,-6.836884,107.9184883,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Fajri,"Mangunarga, Kec. Cimanggung, Kabupaten Sumedang","4,7",130,Tidak Ada,Tidak Tersedia,-6.9514822,107.7983307,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Mujahidin,"Jl. Sebelas April, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",20,Tidak Ada,Tidak Tersedia,-6.8466871,107.9364319,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami DARUSSALAM Panadahan,"Kudangwangi, Kec. Ujung Jaya, Kabupaten Sumedang","4,9",140,Tidak Ada,Tidak Tersedia,-6.7265456,108.1467969,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Darussakinah Griya Sampurna,"Sawahdadap, Kec. Cimanggung, Kabupaten Sumedang","5,0",90,Tidak Ada,Tidak Tersedia,-6.9501091,107.8107818,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Agung Cikareo,"Cikareo Utara, Kec. Wado, Kabupaten Sumedang","4,5",440,Tidak Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid AT-TAUFIQ,"Dusun Cipelah, RT.24/RW.06, Mekarbakti, Kec. Pamulihan, Kabupaten Sumedang","5,0",20,Ada,Tidak Tersedia,-6.9178398,107.8378024,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,85788711236,0,Tidak Tersedia
Masjid As Sa'diah,"Jl. Prabu Gajah Agung No.11, Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,8",2100,Tidak Ada,Tidak Tersedia,-6.8360022,107.9171458,['Memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:00,20:00,Normal,,1,Aksesibilitas Difabel Terbatas
Masjid Agung Darmaraja,"Darmaraja, Kec. Darmaraja, Kabupaten Sumedang","4,5",1170,Tidak Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
MASJID JAMI AL BAROKAH,"Cikoneng, Kec. Ganeas, Kabupaten Sumedang","5,0",40,Ada,Tidak Tersedia,-6.8556005,107.9586754,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:41,19:11,Normal,81932034621,0,Tidak Tersedia
Masjid Agung Situraja,"Situraja, Kec. Situraja, Kabupaten Sumedang","4,6",1980,Tidak Ada,Tidak Tersedia,-6.8398208,108.0179064,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami LDII BAITURROHMAN,"Kebonjati, Kec. Sumedang Utara, Kabupaten Sumedang","4,3",150,Tidak Ada,Tidak Tersedia,-6.833696,107.9334782,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Sabeulit,"Jemah, Kec. Jatigede, Kabupaten Sumedang","4,6",140,Tidak Ada,Tidak Tersedia,-6.8811669,108.1192888,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid jami Al-Mubaroq,"Jl. Mayor Mansu, Pasirnanjung, Kec. Cimanggung, Kabupaten Sumedang","5,0",20,Tidak Ada,Tidak Tersedia,-6.9562096,107.8302257,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al Ishlah,"Jl. Prabu Gajah Agung No.19, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang","4,7",310,Tidak Ada,Tidak Tersedia,-6.8341163,107.9282905,,Masjid,Kabupaten Sumedang,FALSE,9:00,22:00,Normal,,0,Tidak Tersedia
Masjid PT PLN (Persero) UIT JBT,"Jl. Raya Bandung - Garut, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang","4,8",134,Tidak Ada,Tersedia,-6.9659093,107.8173462,,Masjid,Kabupaten Sumedang,FALSE,3:30,20:00,Normal,,0,Tidak Tersedia
Masjid Besar Nurul Iman,"Tomo, Kec. Tomo, Kabupaten Sumedang","4,7",220,Tidak Ada,Tidak Tersedia,-6.7601974,108.1384732,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Baitul Amanah,"Cibogo Dua, Ganeas, Kec. Ganeas, Kabupaten Sumedang","4,5",330,Tidak Ada,Tidak Tersedia,-6.8476,107.974874,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al-Kamil PP Sumedang,"Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,6",2200,Ada,Tidak Tersedia,-6.8399571,107.9181533,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,5:00,20:00,Normal,82375555573,3,Aksesibilitas Difabel Cukup Lengkap
Masjid Jami Al-Iman Darussalam,"Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang","4,5",20,Ada,Tidak Tersedia,-6.911927,107.8083606,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,81324076768,0,Tidak Tersedia
Masjid Jami Al-Abror,"Jl. Bunter, Sukadana, Kec. Cimanggung, Kabupaten Sumedang","4,7",110,Tidak Ada,Tidak Tersedia,-6.9636244,107.8116777,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Besar Cimalaka,"Cimalaka, Kec. Cimalaka, Kabupaten Sumedang","4,6",90,Tidak Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al Ikhlas Cibengkung Jembarwangi,"Jembarwangi, Kec. Tomo, Kabupaten Sumedang","4,5",80,Tidak Ada,Tidak Tersedia,-6.8168708,108.1558353,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Al-Hidayah Mosque,"Jl. Pagar Betis, Dusun Nangkod, RT.02/RW.03, Sukagalih, Sumedang Selatan, Sumedang Regency","4,9",80,Tidak Ada,Tidak Tersedia,-6.8698155,107.9339965,,Masjid,Kabupaten Sumedang,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Assalam,"Jl. Serma Muchtar No.52, Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,7",1560,Tidak Ada,Tidak Tersedia,-6.8447291,107.9202003,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al- Hidayah,"Girimukti, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",20,Ada,Tidak Tersedia,-6.8563168,107.8968455,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,8128840017,0,Tidak Tersedia
Masjid Al Alif,"Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang","4,6",290,Tidak Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID AN NAJAH,"Jl. Parakanmuncang, Sindanggalih, Kec. Cimanggung, Kabupaten Sumedang","4,7",260,Tidak Ada,Tidak Tersedia,-6.9584542,107.8257371,,Masjid,Kabupaten Sumedang,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Al Bashir,"Cibeureum Kulon, Kec. Cimalaka, Kabupaten Sumedang","5,0",170,Tidak Ada,Tidak Tersedia,-6.8103801,107.9713394,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Nurul Ikhlàs Tegal Panjang,"Ganeas, Kec. Ganeas, Kabupaten Sumedang","4,6",660,Tidak Ada,Tidak Tersedia,-6.8469782,107.9680783,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Besar Tegal Kalong,"Jl. H. Sulaeman, Talun, Kec. Sumedang Utara, Kabupaten Sumedang","4,6",6130,Tidak Ada,Tidak Tersedia,-6.848454,107.927356,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Nurul Hasanah,"Dangdeur, Cigendel, Kec. Pamulihan, Kabupaten Sumedang","4,8",60,Tidak Ada,Tidak Tersedia,-6.8993849,107.8510287,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al Huda,"Jl. Angkrek Asrama Polisi Angkrek, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang","4,7",190,Tidak Ada,Tidak Tersedia,-6.8378181,107.9252022,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Najmul Akbar,"Jl. Bintang Agung Raya No.82, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang","4,8",210,Tidak Ada,Tidak Tersedia,-6.9542509,107.8199677,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Nuurul Iman,"Jl. Mayor Abdurahman, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang","4,7",130,Tidak Ada,Tidak Tersedia,-6.8359865,107.9305223,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jamie Nurulhidayah,"Cihanyir, Girimukti, Kec. Sumedang Utara, Kabupaten Sumedang","4,2",60,Tidak Ada,Tidak Tersedia,-6.8461879,107.889525,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid NUR ATIN,"Cicelot, Mandalaherang, Kec. Cimalaka, Kabupaten Sumedang","4,9",250,Tidak Ada,Tersedia,-6.8165544,107.9597723,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Besar Tanjungsari,"Jl. Raya Tanjungsari No.217, Jatisari, Kec. Tanjungsari, Kabupaten Sumedang","4,6",1234,Ada,Tidak Tersedia,-6.9033284,107.8008082,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,3:00,22:00,Normal,227914922,2,Aksesibilitas Difabel Terbatas
Masjid AL-FATHONAH,"Situ, Kec. Sumedang Utara, Kabupaten Sumedang","4,6",110,Tidak Ada,Tidak Tersedia,-6.8334998,107.9222624,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid kabbul al karomah,"Cipasang, Kec. Cibugel, Kabupaten Sumedang","4,3",90,Tidak Ada,Tidak Tersedia,-6.9592816,108.0743665,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Mujahidin,"Jalan Pacuan Kuda No.2, Kotakaler, Sumedang Utara, Sumedang Regency","4,9",100,Ada,Tidak Tersedia,-6.8400901,107.932692,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,8112351700,0,Tidak Tersedia
Masjid Agung Wado,"Jl. Raya Wado - Malangbong No.8, Wado, Kec. Wado, Kabupaten Sumedang","4,6",480,Tidak Ada,Tidak Tersedia,-6.9456618,108.0920932,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Agung MIFTAHUL HUĎA,"DSN.KISEPAT RT 05/01, Sukapura, Kec. Wado, Kabupaten Sumedang","4,6",50,Tidak Ada,Tidak Tersedia,-6.950547,108.0788861,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Besar AT TAQWA Buahdua,"Jl. Raya Buahdua, Buahdua, Kec. Buahdua, Kabupaten Sumedang","4,5",110,Tidak Ada,Tidak Tersedia,-6.7037446,107.9575778,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Sholahuddin Al-Ayubi,"Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang","4,1",100,Tidak Ada,Tidak Tersedia,-6.8336546,107.9279588,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
MASJID AL-ANHAAR JATIGEDE,"Kulon, Cijeungjing, Jatigede, Sumedang Regency","4,6",50,Tidak Ada,Tidak Tersedia,-6.8583191,108.1064502,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Hikmah,"Jl. Cipareuag, Sukadana, Kec. Cimanggung, Kabupaten Sumedang","5,0",80,Ada,Tidak Tersedia,-6.953987,107.8151112,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,85221080159,0,Tidak Tersedia
Masjid Darussalam Haurlawang,"Dsn, haurlawang, Sukajaya, Kec. Sumedang Sel., Kabupaten Sumedang","4,4",170,Tidak Ada,Tidak Tersedia,-6.8880321,107.9067338,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Nur Al Munawwarah,"Jl. Nasional 5, Bugel, Kec. Tomo, Kabupaten Sumedang","4,7",110,Tidak Ada,Tidak Tersedia,-6.7930174,108.0659555,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Agung SUMEDANG,"Jl. P. Sugih, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang","4,7",4748,Tidak Ada,Tidak Tersedia,-6.8594612,107.9198736,['Ada toilet khusus pengguna kursi roda'],Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,1,Aksesibilitas Difabel Terbatas
Masjid Umar Bin Khattab,"Jl. Sumedang Utara - Sumedang Sel. No.56, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang","4,6",320,Tidak Ada,Tidak Tersedia,-6.8454533,107.9161221,,Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Agung Sukamantri,"Sukamantri, Kec. Tanjungkerta, Kabupaten Sumedang","4,1",280,Tidak Ada,Tidak Tersedia,-6.7633408,107.8871403,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Karnaen,"Jl. Sebelas April No.7, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang","5,0",20,Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,85220043393,0,Tidak Tersedia
Masjid Jami Nyalindung - Riyaadhul Jannah,"Kirisik, Kec. Jatinunggal, Kabupaten Sumedang","4,8",120,Tidak Ada,Tidak Tersedia,-6.9675187,108.1683467,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Nurul Hikmah,"Santaka, Jl. Sawah Dadap No.16, RT.02/RW.06, Mangunarga, Kec. Cimanggung, Kabupaten Sumedang","5,0",30,Tidak Ada,Tidak Tersedia,,,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Muawwanah,"Jl. Salak 7 . No.208 .Kv 4, Perumnas, Jatihurip, Kec. Sumedang Utara, Kabupaten Sumedang","4,7",150,Tidak Ada,Tidak Tersedia,-6.8110323,107.9198674,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Nurul Amanah,"RW12, Jl. Griya Prima Alam Asri, Sindangpakuon, Kec. Cimanggung, Kabupaten Sumedang","4,6",1100,Ada,Tidak Tersedia,-6.9601128,107.8284263,,Masjid,Kabupaten Sumedang,TRUE,0:00,23:59,24 jam,81282684149,0,Tidak Tersedia
Masjid Jami' Nurul Iman,"Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang","4,8",230,Tidak Ada,Tidak Tersedia,-6.8465577,107.9285482,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Sumedang,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
